id,deutscher_name,botanischer_name,botanische_familie,hauptkategorie,weitere_kategorien,synonyme,quelle_botanik,geschmacksintensitaet,frische,suesse,saeure,bitterkeit,schaerfe,umami,zitronig,anisartig,menthol,harzig,erdig,blumig,pfeffrig,knoblauchartig,typische_verwendung,licht,bodenfeuchte,bodenanspruch,wasserbedarf,naehrstoffbedarf,hoehe,lebensdauer,standort_eignung,anbau_typ,slug,bild_dateiname,beschreibungstext,schwierigkeitsgrad,essbarkeit,giftige_teile,warnung
KR000239,Mohn,Papaver somniferum,Papaveraceae,Gewürzpflanze,,Schlafmohn,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Mohnfüllung; Gebäck; Nudeln; Dessertcremes,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,mohn,mohn.jpg,,Anfänger,teilweise-giftig,"Milchsaft, unreife Kapseln (Alkaloide)",Reife Samen essbar; Kapsel/Milchsaft nicht verzehren.
KR000240,Kokos,Cocos nucifera,Arecaceae,Nutzpflanze,,Kokospalme,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Currys; Desserts; Chutneys; Suppen; Backwaren,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,nicht-kultivierbar,kokos,kokos.jpg,,,essbar,,
KR000241,Kaffee,Coffea arabica,Rubiaceae,Genusspflanze,,Arabica-Kaffee,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Filterkaffee; Espresso; Desserts; Rubs; Kaffee-Sirup,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,nicht-kultivierbar,kaffee,kaffee.jpg,,,essbar,,
KR000242,Kakao,Theobroma cacao,Malvaceae,Genusspflanze,,Kakaobaum,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Trinkschokolade; Desserts; Backwaren; Mole; Gewürzkakao,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,nicht-kultivierbar,kakao,kakao.jpg,,,essbar,,
KR000243,Tee,Camellia sinensis,Theaceae,Teepflanze,,Teestrauch,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Schwarztee; Grüntee; Eistee; Chai; Dessertinfusion,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nur-geschützt,tee,tee.jpg,,Experte,essbar,,
KR000244,Mate,Ilex paraguariensis,Aquifoliaceae,Teepflanze,,Yerba Mate,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Mate-Aufguss; Eistee; Kräutermischungen; Limonadenbasis,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nicht-kultivierbar,mate,mate.jpg,,,essbar,,
KR000245,Rooibos,Aspalathus linearis,Fabaceae,Teepflanze,,Rotbusch,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Rooibostee; Eistee; Dessertinfusion; Gewürzteemischung,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nicht-kultivierbar,rooibos,rooibos.jpg,,,essbar,,
KR000246,Honigbusch,Cyclopia intermedia,Fabaceae,Teepflanze,,Honeybush,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kräutertee; Eistee; Dessertinfusion; Früchteteemischung,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nicht-kultivierbar,honigbusch,honigbusch.jpg,,,essbar,,
KR000247,Langer Koriander,Eryngium foetidum,Apiaceae,Küchenkraut,,Culantro; Sawtooth coriander,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kräuterteller; Suppen; Chutneys; Currys,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,zweijährig,1,nur-geschützt,langer-koriander,langer-koriander.jpg,,Experte,essbar,,
KR000248,Epazote,Dysphania ambrosioides,Amaranthaceae,Küchenkraut,,Mexikanischer Drüsengänsefuß,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bohnengerichte; Quesadillas; Mole; Suppen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,1,Garten-frostempfindlich,epazote,epazote.jpg,,Fortgeschritten,essbar,,
KR000249,Papalo,Porophyllum ruderale,Asteraceae,Küchenkraut,,Pápalo,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Tacos; Cemitas; Salsa; Kräuterteller,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,1,Garten-frostempfindlich,papalo,papalo.jpg,,Fortgeschritten,essbar,,
KR000250,Hoja Santa,Piper auritum,Piperaceae,Küchenkraut,,Mexikanisches Pfefferblatt,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamales; Mole verde; Fischwickel; Kräutersaucen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nur-geschützt,hoja-santa,hoja-santa.jpg,,Experte,essbar,,
KR000251,Reisfeldpflanze,Limnophila aromatica,Plantaginaceae,Küchenkraut,,Rau om,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Suppen; Currys; Reisnudelgerichte; Kräuterteller,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,nicht-kultivierbar,reisfeldpflanze,reisfeldpflanze.jpg,,,essbar,,
KR000252,Asiatischer Wassernabel,Centella asiatica,Apiaceae,Blattgemüse,Küchenkraut,Gotu Kola,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Gotu-kola-Salat; Kräuterteller; Smoothiegrün; asiatische Rohkost,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,mehrjährig-krautig,1,nur-geschützt,asiatischer-wassernabel,asiatischer-wassernabel.jpg,,Experte,essbar,,
KR000253,Heiliger Koriander,Houttuynia cordata,Saururaceae,Küchenkraut,,Fischminze,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Currys; Chutneys; Kräuterteller; Fischgerichte,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,nur-geschützt,heiliger-koriander,heiliger-koriander.jpg,,Experte,essbar,,
KR000254,Pandan,Pandanus amaryllifolius,Schraubenbaumgewächse,Gewürzpflanze,,Duft-Pandan,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts; Reisgerichte; Aromatisieren von Flüssigkeiten; Kuchen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nur-geschützt,pandan,pandan.jpg,,Experte,essbar,,
KR000255,Kaffernlimette,Citrus hystrix,Rutaceae,Gewürzpflanze,,Makrut-Limette,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Currypasten; Suppen; Marinaden; Wokgerichte,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nur-geschützt,kaffernlimette,kaffernlimette.jpg,,Experte,essbar,,
KR000256,Zitronenmyrte,Backhousia citriodora,Myrtaceae,Gewürzpflanze,Teepflanze,Lemon Myrtle,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kräutertee; Gewürzsalz; Desserts; Marinaden,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nur-geschützt,zitronenmyrte,zitronenmyrte.jpg,,Experte,essbar,,
KR000257,Australischer Minzbusch,Prostanthera rotundifolia,Lamiaceae,Küchenkraut,Teepflanze,Mint Bush,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kräutertee; Minzsauce; Kräuterbutter; Marinaden,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,1,nur-geschützt,australischer-minzbusch,australischer-minzbusch.jpg,,Experte,essbar,,
KR000258,Rhabarber,Rheum rhabarbarum,Polygonaceae,Stielgemüse,,Gartenrhabarber,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kompott; Kuchen; Chutney; Sirup; Dessertfüllung,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,3,Garten,rhabarber,rhabarber.jpg,,Fortgeschritten,teilweise-giftig,Blätter (Oxalsäure),Nur die Stiele verwenden; Blätter nicht essen.
KR000259,Erdbeere,Fragaria × ananassa,Rosaceae,Obstpflanze,,Gartenerdbeere,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Frischobst; Kuchen; Konfitüre; Dessert; Salat,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,Garten,erdbeere,erdbeere.jpg,,Anfänger,essbar,,
KR000260,Wald-Erdbeere,Fragaria vesca,Rosaceae,Wildobst,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Dessertgarnitur; Konfitüre; Sirup; Wildfruchtdessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,Garten,wald-erdbeere,wald-erdbeere.jpg,,Anfänger,essbar,,
KR000261,Himbeere,Rubus idaeus,Rosaceae,Obstpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Frischobst; Coulis; Konfitüre; Torte; Sorbet,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,himbeere,himbeere.jpg,,Fortgeschritten,essbar,,
KR000262,Brombeere,Rubus fruticosus agg.,Rosaceae,Obstpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Konfitüre; Kompott; Kuchen; Wildsauce; Sirup,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,brombeere,brombeere.jpg,,Fortgeschritten,essbar,,
KR000263,Johannisbeere,Ribes rubrum,Grossulariaceae,Obstpflanze,,Rote Johannisbeere,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gelee; Kuchen; Dessert; Saft; Sauce,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,johannisbeere,johannisbeere.jpg,,Fortgeschritten,essbar,,
KR000264,Schwarze Johannisbeere,Ribes nigrum,Grossulariaceae,Obstpflanze,,Cassis,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cassis-Sirup; Gelee; Sorbet; Wildsauce; Dessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,schwarze-johannisbeere,schwarze-johannisbeere.jpg,,Fortgeschritten,essbar,,
KR000265,Stachelbeere,Ribes uva-crispa,Grossulariaceae,Obstpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kompott; Kuchen; Chutney; Konfitüre; Dessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,stachelbeere,stachelbeere.jpg,,Fortgeschritten,essbar,,
KR000266,Heidelbeere,Vaccinium myrtillus,Ericaceae,Wildobst,,Blaubeere,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Pfannkuchen; Muffins; Kompott; Konfitüre; Wildsauce,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,Garten,heidelbeere,heidelbeere.jpg,,Fortgeschritten,essbar,,
KR000267,Kulturheidelbeere,Vaccinium corymbosum,Ericaceae,Obstpflanze,,Amerikanische Heidelbeere,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Frischobst; Muffins; Smoothies; Kompott; Dessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,Garten,kulturheidelbeere,kulturheidelbeere.jpg,,Fortgeschritten,essbar,,
KR000268,Preiselbeere,Vaccinium vitis-idaea,Ericaceae,Wildobst,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kompott; Wildbeilage; Sauce; Konfitüre; Chutney,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,Garten,preiselbeere,preiselbeere.jpg,,Fortgeschritten,essbar,,
KR000269,Apfel,Malus domestica,Rosaceae,Obstpflanze,,Kulturapfel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Rohobst; Kuchen; Kompott; Apfelmus; Chutney,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,apfel,apfel.jpg,,Fortgeschritten,essbar,,
KR000270,Birne,Pyrus communis,Rosaceae,Obstpflanze,,Kulturbirne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Dessert; Kompott; Kuchen; Salat; Chutney,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,birne,birne.jpg,,Fortgeschritten,essbar,,
KR000271,Quitte,Cydonia oblonga,Rosaceae,Obstpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gelee; Quittenbrot; Kompott; Schmorgerichte; Chutney,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,quitte,quitte.jpg,,Fortgeschritten,essbar,,
KR000272,Kirsche,Prunus avium,Rosaceae,Obstpflanze,,Süßkirsche,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kuchen; Kompott; Konfitüre; Sauce; Dessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,kirsche,kirsche.jpg,,Fortgeschritten,teilweise-giftig,Kerne (Amygdalin/Blausäure),Fruchtfleisch essbar; Kerne nicht zerbeißen/verzehren.
KR000273,Sauerkirsche,Prunus cerasus,Rosaceae,Obstpflanze,,Weichsel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kuchen; Kompott; Grütze; Sauce; Konfitüre,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,sauerkirsche,sauerkirsche.jpg,,Fortgeschritten,teilweise-giftig,Kerne (Amygdalin),Fruchtfleisch essbar; Kerne nicht verzehren.
KR000274,Pflaume,Prunus domestica,Rosaceae,Obstpflanze,,Zwetschge,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Zwetschgenkuchen; Kompott; Chutney; Powidl; Schmorfrucht,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,pflaume,pflaume.jpg,,Fortgeschritten,teilweise-giftig,Kerne (Amygdalin),Fruchtfleisch essbar; Kerne nicht verzehren.
KR000275,Pfirsich,Prunus persica,Rosaceae,Obstpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Frischobst; Kompott; Kuchen; Chutney; gegrillt,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,pfirsich,pfirsich.jpg,,Fortgeschritten,teilweise-giftig,Kerne (Amygdalin),Fruchtfleisch essbar; Kerne nicht verzehren.
KR000276,Aprikose,Prunus armeniaca,Rosaceae,Obstpflanze,,Marille,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Konfitüre; Kuchen; Chutney; Schmorgericht; Dessert,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,aprikose,aprikose.jpg,,Fortgeschritten,teilweise-giftig,Kerne (Amygdalin),Fruchtfleisch essbar; Kerne nicht verzehren.
KR000277,Haselnuss,Corylus avellana,Betulaceae,Nusspflanze,,Gemeine Hasel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gebäck; Nussmus; Pralinen; Topping; Salate,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,haselnuss,haselnuss.jpg,,Fortgeschritten,essbar,,
KR000278,Walnuss,Juglans regia,Juglandaceae,Nusspflanze,,Echte Walnuss,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gebäck; Salate; Pesto; Nussöl; Füllungen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,walnuss,walnuss.jpg,,Fortgeschritten,essbar,,
KR000279,Esskastanie,Castanea sativa,Fagaceae,Nusspflanze,,Marone,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Maronensuppe; Püree; Füllungen; Dessert; geröstet,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,3,Garten,esskastanie,esskastanie.jpg,,Fortgeschritten,essbar,,
